,datetime,duration_seconds,time_to_next_eruption,time_since_last_eruption
9099,2019-07-03 14:53:00+00:00,229,5700.0,5940.0
9100,2019-07-03 16:28:00+00:00,230,5400.0,5700.0
9103,2019-07-04 09:33:00+00:00,225,5460.0,5700.0
9104,2019-07-04 11:04:00+00:00,240,5760.0,5460.0
9105,2019-07-04 12:40:00+00:00,235,5820.0,5760.0
9106,2019-07-04 14:17:00+00:00,232,5160.0,5820.0
9109,2019-07-05 08:35:00+00:00,230,5580.0,5520.0
9110,2019-07-05 10:08:00+00:00,224,6060.0,5580.0
9111,2019-07-05 11:49:00+00:00,241,5760.0,6060.0
9112,2019-07-05 13:25:00+00:00,221,5280.0,5760.0
9113,2019-07-05 14:53:00+00:00,218,5460.0,5280.0
9114,2019-07-05 16:24:00+00:00,224,5220.0,5460.0
9115,2019-07-05 17:51:00+00:00,219,5940.0,5220.0
9118,2019-07-06 09:17:00+00:00,240,6420.0,5400.0
9119,2019-07-06 11:04:00+00:00,197,5040.0,6420.0
9120,2019-07-06 12:28:00+00:00,240,5820.0,5040.0
9121,2019-07-06 14:05:00+00:00,221,5520.0,5820.0
9122,2019-07-06 15:37:00+00:00,216,6120.0,5520.0
9123,2019-07-06 17:19:00+00:00,227,5760.0,6120.0
9126,2019-07-07 09:04:00+00:00,224,6480.0,5580.0
9127,2019-07-07 10:52:00+00:00,233,5700.0,6480.0
9128,2019-07-07 12:27:00+00:00,114,3780.0,5700.0
9129,2019-07-07 13:30:00+00:00,260,5940.0,3780.0
9130,2019-07-07 15:09:00+00:00,222,5220.0,5940.0
9131,2019-07-07 16:36:00+00:00,245,5760.0,5220.0
9132,2019-07-07 18:12:00+00:00,220,5820.0,5760.0
9135,2019-07-08 09:46:00+00:00,223,5460.0,6180.0
9136,2019-07-08 11:17:00+00:00,217,5820.0,5460.0
9137,2019-07-08 12:54:00+00:00,205,5940.0,5820.0
9138,2019-07-08 14:33:00+00:00,245,6540.0,5940.0
9139,2019-07-08 16:22:00+00:00,224,4920.0,6540.0
9140,2019-07-08 17:44:00+00:00,237,5520.0,4920.0
9143,2019-07-09 09:45:00+00:00,251,6120.0,5340.0
9144,2019-07-09 11:27:00+00:00,219,5580.0,6120.0
9145,2019-07-09 13:00:00+00:00,226,5160.0,5580.0
9146,2019-07-09 14:26:00+00:00,200,6300.0,5160.0
9147,2019-07-09 16:11:00+00:00,207,6060.0,6300.0
9148,2019-07-09 17:52:00+00:00,218,5160.0,6060.0
9151,2019-07-11 08:56:00+00:00,101,4080.0,5040.0
9152,2019-07-11 10:04:00+00:00,264,6120.0,4080.0
9153,2019-07-11 11:46:00+00:00,219,6240.0,6120.0
9154,2019-07-11 13:30:00+00:00,259,5880.0,6240.0
9155,2019-07-11 15:08:00+00:00,219,5400.0,5880.0
9156,2019-07-11 16:38:00+00:00,241,5880.0,5400.0
9157,2019-07-11 18:16:00+00:00,222,5520.0,5880.0
9160,2019-07-12 09:52:00+00:00,230,5700.0,5220.0
9161,2019-07-12 11:27:00+00:00,222,6360.0,5700.0
9162,2019-07-12 13:13:00+00:00,215,5280.0,6360.0
9163,2019-07-12 14:41:00+00:00,243,6180.0,5280.0
9164,2019-07-12 16:24:00+00:00,220,5280.0,6180.0
9165,2019-07-12 17:52:00+00:00,220,6600.0,5280.0
9168,2019-07-13 09:47:00+00:00,223,6300.0,5100.0
9169,2019-07-13 11:32:00+00:00,214,5340.0,6300.0
9170,2019-07-13 13:01:00+00:00,247,6180.0,5340.0
9171,2019-07-13 14:44:00+00:00,227,5460.0,6180.0
9172,2019-07-13 16:15:00+00:00,244,5940.0,5460.0
9173,2019-07-13 17:54:00+00:00,250,5940.0,5940.0
9177,2019-07-14 13:08:00+00:00,244,5460.0,5400.0
9182,2019-07-15 10:58:00+00:00,256,6000.0,5700.0
9183,2019-07-15 12:38:00+00:00,220,6300.0,6000.0
9184,2019-07-15 14:23:00+00:00,215,5100.0,6300.0
9187,2019-07-16 09:25:00+00:00,246,5100.0,6000.0
9188,2019-07-16 10:50:00+00:00,243,5880.0,5100.0
9189,2019-07-16 12:28:00+00:00,208,6180.0,5880.0
9192,2019-07-17 09:17:00+00:00,232,5100.0,5760.0
9193,2019-07-17 10:42:00+00:00,241,5820.0,5100.0
9194,2019-07-17 12:19:00+00:00,236,6000.0,5820.0
9195,2019-07-17 13:59:00+00:00,219,4800.0,6000.0
9196,2019-07-17 15:19:00+00:00,250,5580.0,4800.0
9197,2019-07-17 16:52:00+00:00,215,5820.0,5580.0
9198,2019-07-17 18:29:00+00:00,253,5700.0,5820.0
9201,2019-07-18 10:12:00+00:00,208,5640.0,5580.0
9202,2019-07-18 11:46:00+00:00,231,5700.0,5640.0
9203,2019-07-18 13:21:00+00:00,217,5820.0,5700.0
9204,2019-07-18 14:58:00+00:00,239,5820.0,5820.0
9205,2019-07-18 16:35:00+00:00,215,5400.0,5820.0
9206,2019-07-18 18:05:00+00:00,245,5760.0,5400.0
9209,2019-07-19 10:00:00+00:00,204,5880.0,4740.0
9210,2019-07-19 11:38:00+00:00,247,6480.0,5880.0
9211,2019-07-19 13:26:00+00:00,220,5820.0,6480.0
9212,2019-07-19 15:03:00+00:00,230,5460.0,5820.0
9213,2019-07-19 16:34:00+00:00,258,6540.0,5460.0
9218,2019-07-22 08:46:00+00:00,208,4740.0,6420.0
9219,2019-07-22 10:05:00+00:00,193,5820.0,4740.0
9220,2019-07-22 11:42:00+00:00,207,5340.0,5820.0
9221,2019-07-22 13:11:00+00:00,243,6060.0,5340.0
9222,2019-07-22 14:52:00+00:00,208,5280.0,6060.0
9223,2019-07-22 16:20:00+00:00,222,6360.0,5280.0
9224,2019-07-22 18:06:00+00:00,204,5160.0,6360.0
9227,2019-07-25 10:00:00+00:00,245,6060.0,5880.0
9228,2019-07-25 11:41:00+00:00,223,5460.0,6060.0
9229,2019-07-25 13:12:00+00:00,224,6000.0,5460.0
9230,2019-07-25 14:52:00+00:00,238,5400.0,6000.0
9231,2019-07-25 16:22:00+00:00,223,6900.0,5400.0
9232,2019-07-25 18:17:00+00:00,182,4560.0,6900.0
9236,2019-07-26 13:04:00+00:00,222,5940.0,5580.0
9237,2019-07-26 14:43:00+00:00,238,5100.0,5940.0
9238,2019-07-26 16:08:00+00:00,223,5760.0,5100.0
9239,2019-07-26 17:44:00+00:00,213,5340.0,5760.0
9242,2019-07-27 09:43:00+00:00,215,5640.0,5640.0
9243,2019-07-27 11:17:00+00:00,201,5700.0,5640.0
9244,2019-07-27 12:52:00+00:00,227,5460.0,5700.0
9245,2019-07-27 14:23:00+00:00,223,5760.0,5460.0
9246,2019-07-27 15:59:00+00:00,224,5640.0,5760.0
9247,2019-07-27 17:33:00+00:00,217,6060.0,5640.0
9250,2019-07-28 11:02:00+00:00,216,5880.0,5340.0
9251,2019-07-28 12:40:00+00:00,244,5460.0,5880.0
9254,2019-07-29 12:16:00+00:00,104,6540.0,5820.0
9255,2019-07-29 14:05:00+00:00,148,4260.0,6540.0
9256,2019-07-29 15:16:00+00:00,242,6240.0,4260.0
9257,2019-07-29 17:00:00+00:00,219,5520.0,6240.0
9260,2019-07-30 10:19:00+00:00,210,5160.0,6000.0
9261,2019-07-30 11:45:00+00:00,255,5820.0,5160.0
9265,2019-07-31 09:43:00+00:00,220,6240.0,5760.0
9266,2019-07-31 11:27:00+00:00,226,5160.0,6240.0
9267,2019-07-31 12:53:00+00:00,257,6060.0,5160.0
9268,2019-07-31 14:34:00+00:00,213,5580.0,6060.0
9269,2019-07-31 16:07:00+00:00,232,5760.0,5580.0
9273,2019-08-01 12:28:00+00:00,206,6180.0,5280.0
9274,2019-08-01 14:11:00+00:00,253,5640.0,6180.0
9277,2019-08-02 09:31:00+00:00,242,5700.0,6060.0
9278,2019-08-02 11:06:00+00:00,232,5400.0,5700.0
9279,2019-08-02 12:36:00+00:00,225,5940.0,5400.0
9280,2019-08-02 14:15:00+00:00,256,4920.0,5940.0
9281,2019-08-02 15:37:00+00:00,220,6120.0,4920.0
9282,2019-08-02 17:19:00+00:00,228,5220.0,6120.0
9285,2019-08-03 10:20:00+00:00,205,6240.0,5400.0
9286,2019-08-03 12:04:00+00:00,213,5340.0,6240.0
9287,2019-08-03 13:33:00+00:00,213,6840.0,5340.0
9288,2019-08-03 15:27:00+00:00,199,4800.0,6840.0
9289,2019-08-03 16:47:00+00:00,255,5580.0,4800.0
9293,2019-08-04 13:14:00+00:00,208,6360.0,5580.0
9294,2019-08-04 15:00:00+00:00,218,5520.0,6360.0
9295,2019-08-04 16:32:00+00:00,216,5880.0,5520.0
9296,2019-08-04 18:10:00+00:00,217,5640.0,5880.0
9299,2019-08-05 09:32:00+00:00,213,5280.0,5880.0
9300,2019-08-05 11:00:00+00:00,231,5880.0,5280.0
9301,2019-08-05 12:38:00+00:00,219,5580.0,5880.0
9302,2019-08-05 14:11:00+00:00,213,6480.0,5580.0
9303,2019-08-05 15:59:00+00:00,232,5520.0,6480.0
9304,2019-08-05 17:31:00+00:00,200,5700.0,5520.0
9307,2019-08-06 09:15:00+00:00,186,6180.0,5700.0
9308,2019-08-06 10:58:00+00:00,222,5520.0,6180.0
9313,2019-08-07 08:46:00+00:00,256,6060.0,5280.0
9314,2019-08-07 10:27:00+00:00,225,5220.0,6060.0
9315,2019-08-07 11:54:00+00:00,236,6000.0,5220.0
9316,2019-08-07 13:34:00+00:00,237,5160.0,6000.0
9317,2019-08-07 15:00:00+00:00,210,6000.0,5160.0
9318,2019-08-07 16:40:00+00:00,250,6180.0,6000.0
9319,2019-08-07 18:23:00+00:00,205,5400.0,6180.0
9322,2019-08-08 10:07:00+00:00,223,6060.0,5880.0
9325,2019-08-08 18:14:00+00:00,237,4740.0,6120.0
9328,2019-08-09 09:26:00+00:00,240,5700.0,5700.0
9329,2019-08-09 11:01:00+00:00,226,5880.0,5700.0
9332,2019-08-10 09:26:00+00:00,221,6180.0,5400.0
9333,2019-08-10 11:09:00+00:00,226,4980.0,6180.0
9334,2019-08-10 12:32:00+00:00,246,6420.0,4980.0
9335,2019-08-10 14:19:00+00:00,223,5940.0,6420.0
9336,2019-08-10 15:58:00+00:00,224,5280.0,5940.0
9337,2019-08-10 17:26:00+00:00,234,5400.0,5280.0
9340,2019-08-11 08:42:00+00:00,213,6240.0,5520.0
9341,2019-08-11 10:26:00+00:00,236,4860.0,6240.0
9342,2019-08-11 11:47:00+00:00,252,6660.0,4860.0
9343,2019-08-11 13:38:00+00:00,209,5280.0,6660.0
9344,2019-08-11 15:06:00+00:00,230,5520.0,5280.0
9345,2019-08-11 16:38:00+00:00,223,5820.0,5520.0
9346,2019-08-11 18:15:00+00:00,227,5760.0,5820.0
9351,2019-08-13 09:48:00+00:00,213,5400.0,5640.0
9354,2019-08-14 08:50:00+00:00,230,5460.0,5820.0
9355,2019-08-14 10:21:00+00:00,221,5460.0,5460.0
9358,2019-08-14 16:39:00+00:00,243,6360.0,5520.0
9361,2019-08-15 10:11:00+00:00,245,6240.0,5520.0
9362,2019-08-15 11:55:00+00:00,255,5700.0,6240.0
9363,2019-08-15 13:30:00+00:00,213,5160.0,5700.0
9368,2019-08-17 14:25:00+00:00,236,6120.0,5400.0
9369,2019-08-17 16:07:00+00:00,228,5340.0,6120.0
9370,2019-08-17 17:36:00+00:00,245,5160.0,5340.0
9373,2019-08-18 09:21:00+00:00,246,5820.0,5100.0
9374,2019-08-18 10:58:00+00:00,224,5160.0,5820.0
9375,2019-08-18 12:24:00+00:00,228,6180.0,5160.0
9376,2019-08-18 14:07:00+00:00,185,5700.0,6180.0
9377,2019-08-18 15:42:00+00:00,234,5220.0,5700.0
9378,2019-08-18 17:09:00+00:00,233,6180.0,5220.0
9381,2019-08-19 09:20:00+00:00,252,6420.0,5460.0
9382,2019-08-19 11:07:00+00:00,235,4800.0,6420.0
9383,2019-08-19 12:27:00+00:00,217,6300.0,4800.0
9384,2019-08-19 14:12:00+00:00,209,5760.0,6300.0
9385,2019-08-19 15:48:00+00:00,222,5220.0,5760.0
9386,2019-08-19 17:15:00+00:00,226,5700.0,5220.0
9389,2019-08-20 10:18:00+00:00,241,6240.0,5280.0
9390,2019-08-20 12:02:00+00:00,226,5220.0,6240.0
9391,2019-08-20 13:29:00+00:00,255,5640.0,5220.0
9392,2019-08-20 15:03:00+00:00,255,6060.0,5640.0
9393,2019-08-20 16:44:00+00:00,245,5580.0,6060.0
9394,2019-08-20 18:17:00+00:00,246,5640.0,5580.0
9397,2019-08-21 09:37:00+00:00,199,5460.0,5280.0
9398,2019-08-21 11:08:00+00:00,231,6120.0,5460.0
9399,2019-08-21 12:50:00+00:00,225,5880.0,6120.0
9400,2019-08-21 14:28:00+00:00,234,5700.0,5880.0
9401,2019-08-21 16:03:00+00:00,198,6240.0,5700.0
9404,2019-08-22 09:32:00+00:00,199,5220.0,5940.0
9405,2019-08-22 10:59:00+00:00,250,5340.0,5220.0
9406,2019-08-22 12:28:00+00:00,219,5940.0,5340.0
9407,2019-08-22 14:07:00+00:00,206,5400.0,5940.0
9408,2019-08-22 15:37:00+00:00,218,5580.0,5400.0
9409,2019-08-22 17:10:00+00:00,232,6120.0,5580.0
9412,2019-08-23 09:08:00+00:00,209,5400.0,5460.0
9413,2019-08-23 10:38:00+00:00,192,5400.0,5400.0
9414,2019-08-23 12:08:00+00:00,241,5520.0,5400.0
9415,2019-08-23 13:40:00+00:00,226,6060.0,5520.0
9416,2019-08-23 15:21:00+00:00,223,5340.0,6060.0
9417,2019-08-23 16:50:00+00:00,257,5520.0,5340.0
9420,2019-08-24 09:45:00+00:00,250,5880.0,5160.0
9421,2019-08-24 11:23:00+00:00,225,5520.0,5880.0
9422,2019-08-24 12:55:00+00:00,211,5400.0,5520.0
9423,2019-08-24 14:25:00+00:00,220,5580.0,5400.0
9428,2019-08-25 16:12:00+00:00,246,5220.0,5820.0
9429,2019-08-25 17:39:00+00:00,210,5940.0,5220.0
9434,2019-08-27 09:41:00+00:00,250,5460.0,5640.0
9435,2019-08-27 11:12:00+00:00,219,5100.0,5460.0
9436,2019-08-27 12:37:00+00:00,230,5220.0,5100.0
9437,2019-08-27 14:04:00+00:00,217,5640.0,5220.0
9438,2019-08-27 15:38:00+00:00,217,5520.0,5640.0
9439,2019-08-27 17:10:00+00:00,227,6900.0,5520.0
9442,2019-08-28 09:03:00+00:00,245,5520.0,5760.0
9443,2019-08-28 10:35:00+00:00,210,5400.0,5520.0
9444,2019-08-28 12:05:00+00:00,242,6000.0,5400.0
9445,2019-08-28 13:45:00+00:00,230,5400.0,6000.0
9446,2019-08-28 15:15:00+00:00,211,5880.0,5400.0
9447,2019-08-28 16:53:00+00:00,222,6120.0,5880.0
9448,2019-08-28 18:35:00+00:00,202,4740.0,6120.0
9451,2019-08-29 09:49:00+00:00,241,5760.0,6000.0
9452,2019-08-29 11:25:00+00:00,220,5340.0,5760.0
9453,2019-08-29 12:54:00+00:00,218,5820.0,5340.0
9454,2019-08-29 14:31:00+00:00,241,5460.0,5820.0
9455,2019-08-29 16:02:00+00:00,236,5820.0,5460.0
9456,2019-08-29 17:39:00+00:00,243,5160.0,5820.0
9457,2019-08-29 19:05:00+00:00,182,5940.0,5160.0
9462,2019-08-30 13:44:00+00:00,233,5940.0,5520.0
9463,2019-08-30 15:23:00+00:00,238,5460.0,5940.0
9464,2019-08-30 16:54:00+00:00,244,6240.0,5460.0
9467,2019-08-31 13:01:00+00:00,233,5340.0,5580.0
9468,2019-08-31 14:30:00+00:00,268,5700.0,5340.0
9469,2019-08-31 16:05:00+00:00,212,6120.0,5700.0
9470,2019-08-31 17:47:00+00:00,205,5220.0,6120.0
9473,2019-09-01 10:24:00+00:00,244,5880.0,5340.0
9474,2019-09-01 12:02:00+00:00,218,5040.0,5880.0
9475,2019-09-01 13:26:00+00:00,235,5520.0,5040.0
9476,2019-09-01 14:58:00+00:00,217,5580.0,5520.0
9480,2019-09-02 08:26:00+00:00,208,4860.0,5640.0
9481,2019-09-02 09:47:00+00:00,208,5340.0,4860.0
9482,2019-09-02 11:16:00+00:00,233,6180.0,5340.0
9483,2019-09-02 12:59:00+00:00,196,4560.0,6180.0
9484,2019-09-02 14:15:00+00:00,238,5760.0,4560.0
9485,2019-09-02 15:51:00+00:00,241,5280.0,5760.0
9486,2019-09-02 17:19:00+00:00,190,5520.0,5280.0
9489,2019-09-03 08:41:00+00:00,230,6000.0,5460.0
9490,2019-09-03 10:21:00+00:00,226,5100.0,6000.0
9491,2019-09-03 11:46:00+00:00,215,5640.0,5100.0
9492,2019-09-03 13:20:00+00:00,232,5100.0,5640.0
9493,2019-09-03 14:45:00+00:00,228,6180.0,5100.0
9494,2019-09-03 16:28:00+00:00,238,5460.0,6180.0
9495,2019-09-03 17:59:00+00:00,243,5820.0,5460.0
9498,2019-09-04 09:33:00+00:00,218,5520.0,5640.0
9499,2019-09-04 11:05:00+00:00,246,6180.0,5520.0
9500,2019-09-04 12:48:00+00:00,263,5400.0,6180.0
9501,2019-09-04 14:18:00+00:00,237,5460.0,5400.0
9502,2019-09-04 15:49:00+00:00,239,6180.0,5460.0
9503,2019-09-04 17:32:00+00:00,111,3840.0,6180.0
9508,2019-09-05 13:14:00+00:00,252,6480.0,5340.0
9511,2019-09-06 09:51:00+00:00,225,5280.0,5520.0
9512,2019-09-06 11:19:00+00:00,252,5760.0,5280.0
9513,2019-09-06 12:55:00+00:00,235,5640.0,5760.0
9514,2019-09-06 14:29:00+00:00,253,6000.0,5640.0
9515,2019-09-06 16:09:00+00:00,225,5940.0,6000.0
9518,2019-09-07 09:43:00+00:00,210,5100.0,6060.0
9519,2019-09-07 11:08:00+00:00,219,5100.0,5100.0
9520,2019-09-07 12:33:00+00:00,227,6180.0,5100.0
9521,2019-09-07 14:16:00+00:00,199,5340.0,6180.0
9522,2019-09-07 15:45:00+00:00,248,5580.0,5340.0
9523,2019-09-07 17:18:00+00:00,235,5220.0,5580.0
9526,2019-09-08 09:30:00+00:00,248,5700.0,6420.0
9527,2019-09-08 11:05:00+00:00,221,5820.0,5700.0
9528,2019-09-08 12:42:00+00:00,223,5580.0,5820.0
9529,2019-09-08 14:15:00+00:00,239,6300.0,5580.0
9532,2019-09-09 09:13:00+00:00,234,6060.0,6300.0
9533,2019-09-09 10:54:00+00:00,213,6060.0,6060.0
9534,2019-09-09 12:35:00+00:00,240,5580.0,6060.0
9535,2019-09-09 14:08:00+00:00,298,6240.0,5580.0
9536,2019-09-09 15:52:00+00:00,242,5700.0,6240.0
9537,2019-09-09 17:27:00+00:00,247,6180.0,5700.0
9540,2019-09-10 09:25:00+00:00,263,5940.0,4860.0
9541,2019-09-10 11:04:00+00:00,216,5580.0,5940.0
9542,2019-09-10 12:37:00+00:00,244,5580.0,5580.0
9543,2019-09-10 14:10:00+00:00,234,5520.0,5580.0
9544,2019-09-10 15:42:00+00:00,224,6120.0,5520.0
9545,2019-09-10 17:24:00+00:00,242,5040.0,6120.0
9548,2019-09-11 08:49:00+00:00,233,5220.0,5640.0
9549,2019-09-11 10:16:00+00:00,258,5520.0,5220.0
9550,2019-09-11 11:48:00+00:00,244,5880.0,5520.0
9551,2019-09-11 13:26:00+00:00,223,5280.0,5880.0
9552,2019-09-11 14:54:00+00:00,244,5760.0,5280.0
9553,2019-09-11 16:30:00+00:00,227,5820.0,5760.0
9554,2019-09-11 18:07:00+00:00,214,5820.0,5820.0
9557,2019-09-12 08:19:00+00:00,260,5760.0,5340.0
9558,2019-09-12 09:55:00+00:00,234,5400.0,5760.0
9559,2019-09-12 11:25:00+00:00,195,5520.0,5400.0
9560,2019-09-12 12:57:00+00:00,228,5220.0,5520.0
9568,2019-09-14 11:43:00+00:00,240,5580.0,5580.0
9569,2019-09-14 13:16:00+00:00,216,5520.0,5580.0
9574,2019-09-15 09:07:00+00:00,208,5760.0,5040.0
9575,2019-09-15 10:43:00+00:00,212,5640.0,5760.0
9578,2019-09-15 18:14:00+00:00,247,5580.0,5160.0
9581,2019-09-16 09:47:00+00:00,220,5640.0,5520.0
9582,2019-09-16 11:21:00+00:00,246,5760.0,5640.0
9583,2019-09-16 12:57:00+00:00,209,6300.0,5760.0
9584,2019-09-16 14:42:00+00:00,200,5640.0,6300.0
9585,2019-09-16 16:16:00+00:00,265,6420.0,5640.0
9586,2019-09-16 18:03:00+00:00,242,5580.0,6420.0
9589,2019-09-17 09:40:00+00:00,251,6120.0,4980.0
9590,2019-09-17 11:22:00+00:00,223,5280.0,6120.0
9591,2019-09-17 12:50:00+00:00,237,5700.0,5280.0
9592,2019-09-17 14:25:00+00:00,244,5340.0,5700.0
9593,2019-09-17 15:54:00+00:00,249,6120.0,5340.0
9594,2019-09-17 17:36:00+00:00,219,5100.0,6120.0
9597,2019-09-18 09:10:00+00:00,235,6000.0,5280.0
9598,2019-09-18 10:50:00+00:00,223,5700.0,6000.0
9599,2019-09-18 12:25:00+00:00,211,5640.0,5700.0
9600,2019-09-18 13:59:00+00:00,230,5640.0,5640.0
9601,2019-09-18 15:33:00+00:00,180,5100.0,5640.0
9602,2019-09-18 16:58:00+00:00,257,5940.0,5100.0
9605,2019-09-19 08:56:00+00:00,269,5760.0,5220.0
9606,2019-09-19 10:32:00+00:00,212,5040.0,5760.0
9607,2019-09-19 11:56:00+00:00,229,6240.0,5040.0
9608,2019-09-19 13:40:00+00:00,228,5760.0,6240.0
9609,2019-09-19 15:16:00+00:00,242,5340.0,5760.0
9610,2019-09-19 16:45:00+00:00,220,5640.0,5340.0
9613,2019-09-20 10:00:00+00:00,236,5760.0,5580.0
9614,2019-09-20 11:36:00+00:00,226,6300.0,5760.0
9615,2019-09-20 13:21:00+00:00,242,5580.0,6300.0
9616,2019-09-20 14:54:00+00:00,248,6720.0,5580.0
9619,2019-09-21 09:37:00+00:00,239,5820.0,5520.0
9620,2019-09-21 11:14:00+00:00,229,5280.0,5820.0
9621,2019-09-21 12:42:00+00:00,248,6060.0,5280.0
9622,2019-09-21 14:23:00+00:00,261,6180.0,6060.0
9623,2019-09-21 16:06:00+00:00,219,5340.0,6180.0
9624,2019-09-21 17:35:00+00:00,200,5700.0,5340.0
9627,2019-09-22 09:05:00+00:00,248,5580.0,5160.0
9628,2019-09-22 10:38:00+00:00,231,6180.0,5580.0
9629,2019-09-22 12:21:00+00:00,215,5220.0,6180.0
9630,2019-09-22 13:48:00+00:00,235,5700.0,5220.0
9631,2019-09-22 15:23:00+00:00,232,6180.0,5700.0
9632,2019-09-22 17:06:00+00:00,231,4920.0,6180.0
9635,2019-09-23 11:28:00+00:00,248,5700.0,5340.0
9636,2019-09-23 13:03:00+00:00,216,5400.0,5700.0
9637,2019-09-23 14:33:00+00:00,233,5640.0,5400.0
9638,2019-09-23 16:07:00+00:00,220,6060.0,5640.0
9641,2019-09-24 10:32:00+00:00,217,5940.0,4860.0
9642,2019-09-24 12:11:00+00:00,225,5880.0,5940.0
9643,2019-09-24 13:49:00+00:00,227,5760.0,5880.0
9644,2019-09-24 15:25:00+00:00,252,5820.0,5760.0
9645,2019-09-24 17:02:00+00:00,224,5520.0,5820.0
9648,2019-09-25 09:53:00+00:00,200,4920.0,5460.0
9649,2019-09-25 11:15:00+00:00,255,6120.0,4920.0
9650,2019-09-25 12:57:00+00:00,216,5280.0,6120.0
9651,2019-09-25 14:25:00+00:00,236,6300.0,5280.0
9652,2019-09-25 16:10:00+00:00,241,5580.0,6300.0
9653,2019-09-25 17:43:00+00:00,244,5640.0,5580.0
9656,2019-09-26 09:09:00+00:00,245,5520.0,5820.0
9657,2019-09-26 10:41:00+00:00,248,6060.0,5520.0
9658,2019-09-26 12:22:00+00:00,214,5520.0,6060.0
9659,2019-09-26 13:54:00+00:00,266,5880.0,5520.0
9660,2019-09-26 15:32:00+00:00,253,5700.0,5880.0
9661,2019-09-26 17:07:00+00:00,221,5640.0,5700.0
9664,2019-09-27 08:37:00+00:00,227,5460.0,5520.0
9665,2019-09-27 10:08:00+00:00,213,4860.0,5460.0
9666,2019-09-27 11:29:00+00:00,248,6780.0,4860.0
9667,2019-09-27 13:22:00+00:00,266,5580.0,6780.0
9668,2019-09-27 14:55:00+00:00,276,6300.0,5580.0
9669,2019-09-27 16:40:00+00:00,231,4980.0,6300.0
9674,2019-09-28 15:05:00+00:00,266,5460.0,5940.0
9675,2019-09-28 16:36:00+00:00,255,5220.0,5460.0
9676,2019-09-28 18:03:00+00:00,233,6060.0,5220.0
9679,2019-09-29 09:39:00+00:00,200,4860.0,5400.0
9680,2019-09-29 11:00:00+00:00,233,6060.0,4860.0
9681,2019-09-29 12:41:00+00:00,241,5340.0,6060.0
9682,2019-09-29 14:10:00+00:00,235,5220.0,5340.0
9683,2019-09-29 15:37:00+00:00,231,5880.0,5220.0
9684,2019-09-29 17:15:00+00:00,227,5400.0,5880.0
9692,2019-10-01 12:43:00+00:00,196,5400.0,5460.0
9693,2019-10-01 14:13:00+00:00,198,6060.0,5400.0
9696,2019-10-02 10:18:00+00:00,226,5100.0,5880.0
9697,2019-10-02 11:43:00+00:00,209,5760.0,5100.0
9701,2019-10-03 09:52:00+00:00,193,4680.0,5460.0
9702,2019-10-03 11:10:00+00:00,237,5580.0,4680.0
9705,2019-10-04 10:21:00+00:00,219,5460.0,5940.0
9706,2019-10-04 11:52:00+00:00,180,5280.0,5460.0
9707,2019-10-04 13:20:00+00:00,216,5580.0,5280.0
9708,2019-10-04 14:53:00+00:00,248,5760.0,5580.0
9711,2019-10-05 09:40:00+00:00,228,5400.0,5220.0
9712,2019-10-05 11:10:00+00:00,236,5640.0,5400.0
9713,2019-10-05 12:44:00+00:00,242,6540.0,5640.0
9714,2019-10-05 14:33:00+00:00,239,5340.0,6540.0
9717,2019-10-06 10:54:00+00:00,222,6300.0,5400.0
9718,2019-10-06 12:39:00+00:00,236,5520.0,6300.0
9719,2019-10-06 14:11:00+00:00,249,5460.0,5520.0
9720,2019-10-06 15:42:00+00:00,241,5280.0,5460.0
9723,2019-10-07 11:36:00+00:00,194,6000.0,5400.0
9724,2019-10-07 13:16:00+00:00,229,4920.0,6000.0
9725,2019-10-07 14:38:00+00:00,225,5640.0,4920.0
9728,2019-10-08 10:56:00+00:00,248,6000.0,5460.0
9729,2019-10-08 12:36:00+00:00,216,4920.0,6000.0
9733,2019-10-09 10:40:00+00:00,252,5700.0,5880.0
9734,2019-10-09 12:15:00+00:00,194,5580.0,5700.0
9738,2019-10-10 09:52:00+00:00,235,5580.0,5880.0
9739,2019-10-10 11:25:00+00:00,238,5460.0,5580.0
9740,2019-10-10 12:56:00+00:00,206,5700.0,5460.0
9741,2019-10-10 14:31:00+00:00,235,5580.0,5700.0
9744,2019-10-11 10:08:00+00:00,197,5940.0,5820.0
9745,2019-10-11 11:47:00+00:00,195,5820.0,5940.0
9746,2019-10-11 13:24:00+00:00,206,5340.0,5820.0
9747,2019-10-11 14:53:00+00:00,211,5580.0,5340.0
9750,2019-10-12 09:29:00+00:00,215,5460.0,5640.0
9751,2019-10-12 11:00:00+00:00,226,5760.0,5460.0
9752,2019-10-12 12:36:00+00:00,249,5580.0,5760.0
9753,2019-10-12 14:09:00+00:00,211,5580.0,5580.0
9756,2019-10-13 10:27:00+00:00,193,5640.0,5160.0
9757,2019-10-13 12:01:00+00:00,236,5040.0,5640.0
9758,2019-10-13 13:25:00+00:00,229,5340.0,5040.0
9759,2019-10-13 14:54:00+00:00,235,5700.0,5340.0
9762,2019-10-14 11:10:00+00:00,235,5220.0,5520.0
9763,2019-10-14 12:37:00+00:00,219,5640.0,5220.0
9764,2019-10-14 14:11:00+00:00,206,6120.0,5640.0
9767,2019-10-15 10:16:00+00:00,230,5580.0,5880.0
9768,2019-10-15 11:49:00+00:00,209,5700.0,5580.0
9771,2019-10-16 10:22:00+00:00,241,5760.0,5580.0
